Year,Country / territory of asylum/residence,Origin,Population type,Value
2013,Ukraine,South Sudan,Asylum-seekers,0
2013,Ukraine,Syrian Arab Rep.,Asylum-seekers,591
2013,Ukraine,Syrian Arab Rep.,Refugees (incl. refugee-like situations),167
2013,Ukraine,Chad,Asylum-seekers,9
2013,Ukraine,Chad,Refugees (incl. refugee-like situations),7
2013,Ukraine,Togo,Asylum-seekers,24
2013,Ukraine,Togo,Refugees (incl. refugee-like situations),2
2013,Ukraine,Tajikistan,Asylum-seekers,1
2013,Ukraine,Tajikistan,Refugees (incl. refugee-like situations),9
2013,Ukraine,Turkmenistan,Asylum-seekers,3
2013,Ukraine,Turkmenistan,Refugees (incl. refugee-like situations),10
2013,Ukraine,Tonga,Refugees (incl. refugee-like situations),1
2013,Ukraine,Tunisia,Asylum-seekers,6
2013,Ukraine,Turkey,Asylum-seekers,31
2013,Ukraine,Turkey,Refugees (incl. refugee-like situations),11
2013,Ukraine,Uganda,Asylum-seekers,10
2013,Ukraine,Uganda,Refugees (incl. refugee-like situations),1
2013,Ukraine,Uzbekistan,Asylum-seekers,103
2013,Ukraine,Uzbekistan,Refugees (incl. refugee-like situations),72
2013,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Ukraine,Viet Nam,Asylum-seekers,11
2013,Ukraine,Viet Nam,Refugees (incl. refugee-like situations),2
2013,Ukraine,Stateless,Asylum-seekers,33
2013,Ukraine,Stateless,Refugees (incl. refugee-like situations),34
2013,Ukraine,Yemen,Asylum-seekers,3
2013,Ukraine,Zimbabwe,Asylum-seekers,5
2013,Ukraine,Zimbabwe,Refugees (incl. refugee-like situations),1
2013,Uruguay,Argentina,Asylum-seekers,2
2013,Uruguay,Belarus,Refugees (incl. refugee-like situations),1
2013,Uruguay,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),1
2013,Uruguay,Brazil,Asylum-seekers,3
2013,Uruguay,Chile,Refugees (incl. refugee-like situations),1
2013,Uruguay,China,Asylum-seekers,1
2013,Uruguay,Côte d'Ivoire,Refugees (incl. refugee-like situations),2
2013,Uruguay,Cameroon,Asylum-seekers,1
2013,Uruguay,Cameroon,Refugees (incl. refugee-like situations),7
2013,Uruguay,Congo,Refugees (incl. refugee-like situations),3
2013,Uruguay,Colombia,Asylum-seekers,16
2013,Uruguay,Colombia,Refugees (incl. refugee-like situations),115
2013,Uruguay,Cuba,Asylum-seekers,0
2013,Uruguay,Cuba,Refugees (incl. refugee-like situations),6
2013,Uruguay,Ecuador,Refugees (incl. refugee-like situations),7
2013,Uruguay,Georgia,Refugees (incl. refugee-like situations),1
2013,Uruguay,Ghana,Refugees (incl. refugee-like situations),1
2013,Uruguay,Gambia,Asylum-seekers,0
2013,Uruguay,Iraq,Refugees (incl. refugee-like situations),1
2013,Uruguay,Kazakhstan,Asylum-seekers,0
2013,Uruguay,Kazakhstan,Refugees (incl. refugee-like situations),2
2013,Uruguay,Liberia,Refugees (incl. refugee-like situations),1
2013,Uruguay,Libya,Asylum-seekers,4
2013,Uruguay,Lithuania,Asylum-seekers,1
2013,Uruguay,Lithuania,Refugees (incl. refugee-like situations),1
2013,Uruguay,Latvia,Refugees (incl. refugee-like situations),5
2013,Uruguay,Mali,Asylum-seekers,0
2013,Uruguay,Nigeria,Refugees (incl. refugee-like situations),11
2013,Uruguay,Peru,Asylum-seekers,7
2013,Uruguay,Peru,Refugees (incl. refugee-like situations),7
2013,Uruguay,Russian Federation,Asylum-seekers,0
2013,Uruguay,Russian Federation,Refugees (incl. refugee-like situations),11
2013,Uruguay,Sudan,Refugees (incl. refugee-like situations),1
2013,Uruguay,Senegal,Asylum-seekers,0
2013,Uruguay,Sierra Leone,Refugees (incl. refugee-like situations),1
2013,Uruguay,El Salvador,Asylum-seekers,4
2013,Uruguay,Somalia,Refugees (incl. refugee-like situations),3
2013,Uruguay,Syrian Arab Rep.,Asylum-seekers,1
2013,Uruguay,Ukraine,Refugees (incl. refugee-like situations),11
2013,Uruguay,United States of America,Asylum-seekers,2
2013,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2013,Uruguay,Zimbabwe,Refugees (incl. refugee-like situations),1
2013,United States of America,Afghanistan,Asylum-seekers,238
2013,United States of America,Afghanistan,Refugees (incl. refugee-like situations),1071
2013,United States of America,Angola,Asylum-seekers,136
2013,United States of America,Angola,Refugees (incl. refugee-like situations),125
2013,United States of America,Albania,Asylum-seekers,397
2013,United States of America,Albania,Refugees (incl. refugee-like situations),3541
2013,United States of America,Andorra,Asylum-seekers,0
2013,United States of America,Andorra,Refugees (incl. refugee-like situations),4
2013,United States of America,United Arab Emirates,Asylum-seekers,13
2013,United States of America,United Arab Emirates,Refugees (incl. refugee-like situations),44
2013,United States of America,Argentina,Asylum-seekers,46
2013,United States of America,Argentina,Refugees (incl. refugee-like situations),105
2013,United States of America,Armenia,Asylum-seekers,301
2013,United States of America,Armenia,Refugees (incl. refugee-like situations),3273
2013,United States of America,Antigua and Barbuda,Refugees (incl. refugee-like situations),3
2013,United States of America,Australia,Refugees (incl. refugee-like situations),1
2013,United States of America,Austria,Asylum-seekers,3
2013,United States of America,Austria,Refugees (incl. refugee-like situations),5
2013,United States of America,Azerbaijan,Asylum-seekers,65
2013,United States of America,Azerbaijan,Refugees (incl. refugee-like situations),464
2013,United States of America,Burundi,Asylum-seekers,255
2013,United States of America,Burundi,Refugees (incl. refugee-like situations),462
2013,United States of America,Belgium,Asylum-seekers,11
2013,United States of America,Belgium,Refugees (incl. refugee-like situations),42
2013,United States of America,Benin,Asylum-seekers,26
2013,United States of America,Benin,Refugees (incl. refugee-like situations),73
2013,United States of America,Burkina Faso,Asylum-seekers,192
2013,United States of America,Burkina Faso,Refugees (incl. refugee-like situations),669
2013,United States of America,Bangladesh,Asylum-seekers,521
2013,United States of America,Bangladesh,Refugees (incl. refugee-like situations),1069
2013,United States of America,Bulgaria,Asylum-seekers,68
2013,United States of America,Bulgaria,Refugees (incl. refugee-like situations),714
2013,United States of America,Bahrain,Asylum-seekers,14
2013,United States of America,Bahrain,Refugees (incl. refugee-like situations),39
2013,United States of America,Bahamas,Asylum-seekers,8
2013,United States of America,Bahamas,Refugees (incl. refugee-like situations),185
2013,United States of America,Bosnia and Herzegovina,Asylum-seekers,53
2013,United States of America,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),182
2013,United States of America,Belarus,Asylum-seekers,151
2013,United States of America,Belarus,Refugees (incl. refugee-like situations),2039
2013,United States of America,Belize,Asylum-seekers,48
2013,United States of America,Belize,Refugees (incl. refugee-like situations),30
2013,United States of America,Bolivia (Plurinational State of),Asylum-seekers,89
2013,United States of America,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),123
2013,United States of America,Brazil,Asylum-seekers,453
2013,United States of America,Brazil,Refugees (incl. refugee-like situations),669
2013,United States of America,Barbados,Asylum-seekers,4
2013,United States of America,Barbados,Refugees (incl. refugee-like situations),2
2013,United States of America,Bhutan,Asylum-seekers,10
2013,United States of America,Bhutan,Refugees (incl. refugee-like situations),60
2013,United States of America,Botswana,Asylum-seekers,1
2013,United States of America,Botswana,Refugees (incl. refugee-like situations),5
2013,United States of America,Central African Rep.,Asylum-seekers,24
2013,United States of America,Central African Rep.,Refugees (incl. refugee-like situations),209
2013,United States of America,Canada,Asylum-seekers,14
2013,United States of America,Canada,Refugees (incl. refugee-like situations),54
2013,United States of America,Switzerland,Refugees (incl. refugee-like situations),2
2013,United States of America,Chile,Asylum-seekers,30
2013,United States of America,Chile,Refugees (incl. refugee-like situations),60
2013,United States of America,China,Asylum-seekers,12398
2013,United States of America,China,Refugees (incl. refugee-like situations),65558
2013,United States of America,Côte d'Ivoire,Asylum-seekers,202
2013,United States of America,Côte d'Ivoire,Refugees (incl. refugee-like situations),1788
2013,United States of America,Cameroon,Asylum-seekers,431
2013,United States of America,Cameroon,Refugees (incl. refugee-like situations),5714
2013,United States of America,Dem. Rep. of the Congo,Asylum-seekers,269
2013,United States of America,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),834
2013,United States of America,Congo,Asylum-seekers,271
2013,United States of America,Congo,Refugees (incl. refugee-like situations),1491
2013,United States of America,Colombia,Asylum-seekers,384
2013,United States of America,Colombia,Refugees (incl. refugee-like situations),13913
2013,United States of America,Comoros,Refugees (incl. refugee-like situations),7
2013,United States of America,Cabo Verde,Asylum-seekers,3
2013,United States of America,Costa Rica,Asylum-seekers,442
2013,United States of America,Costa Rica,Refugees (incl. refugee-like situations),181
2013,United States of America,Cuba,Asylum-seekers,154
2013,United States of America,Cuba,Refugees (incl. refugee-like situations),600
2013,United States of America,Curaçao,Asylum-seekers,59
2013,United States of America,Curaçao,Refugees (incl. refugee-like situations),35
2013,United States of America,Cayman Islands,Asylum-seekers,0
2013,United States of America,Cayman Islands,Refugees (incl. refugee-like situations),6
2013,United States of America,Cyprus,Refugees (incl. refugee-like situations),2
2013,United States of America,Czech Rep.,Asylum-seekers,15
2013,United States of America,Czech Rep.,Refugees (incl. refugee-like situations),29
2013,United States of America,Germany,Asylum-seekers,53
2013,United States of America,Germany,Refugees (incl. refugee-like situations),59
2013,United States of America,Djibouti,Asylum-seekers,74
2013,United States of America,Djibouti,Refugees (incl. refugee-like situations),124
2013,United States of America,Dominica,Asylum-seekers,5
2013,United States of America,Dominica,Refugees (incl. refugee-like situations),11
2013,United States of America,Denmark,Asylum-seekers,6
2013,United States of America,Dominican Rep.,Asylum-seekers,297
2013,United States of America,Dominican Rep.,Refugees (incl. refugee-like situations),71
2013,United States of America,Algeria,Asylum-seekers,41
2013,United States of America,Algeria,Refugees (incl. refugee-like situations),189
2013,United States of America,Ecuador,Asylum-seekers,2248
2013,United States of America,Ecuador,Refugees (incl. refugee-like situations),209
2013,United States of America,Egypt,Asylum-seekers,2090
2013,United States of America,Egypt,Refugees (incl. refugee-like situations),8497
2013,United States of America,Eritrea,Asylum-seekers,285
2013,United States of America,Eritrea,Refugees (incl. refugee-like situations),3619
2013,United States of America,Spain,Asylum-seekers,16
2013,United States of America,Spain,Refugees (incl. refugee-like situations),14
2013,United States of America,Estonia,Asylum-seekers,14
2013,United States of America,Estonia,Refugees (incl. refugee-like situations),310
2013,United States of America,Ethiopia,Asylum-seekers,1258
2013,United States of America,Ethiopia,Refugees (incl. refugee-like situations),10472
2013,United States of America,Finland,Refugees (incl. refugee-like situations),5
2013,United States of America,Fiji,Asylum-seekers,40
2013,United States of America,Fiji,Refugees (incl. refugee-like situations),489
2013,United States of America,France,Asylum-seekers,26
2013,United States of America,France,Refugees (incl. refugee-like situations),36
2013,United States of America,Micronesia (Federated States of),Asylum-seekers,0
2013,United States of America,Gabon,Asylum-seekers,22
2013,United States of America,Gabon,Refugees (incl. refugee-like situations),53
2013,United States of America,United Kingdom,Asylum-seekers,37
2013,United States of America,United Kingdom,Refugees (incl. refugee-like situations),52
2013,United States of America,Georgia,Asylum-seekers,89
2013,United States of America,Georgia,Refugees (incl. refugee-like situations),608
2013,United States of America,Ghana,Asylum-seekers,219
2013,United States of America,Ghana,Refugees (incl. refugee-like situations),196
2013,United States of America,Gibraltar,Refugees (incl. refugee-like situations),2
2013,United States of America,Guinea,Asylum-seekers,209
2013,United States of America,Guinea,Refugees (incl. refugee-like situations),3466
2013,United States of America,Gambia,Asylum-seekers,299
2013,United States of America,Gambia,Refugees (incl. refugee-like situations),1133
2013,United States of America,Guinea-Bissau,Asylum-seekers,6
2013,United States of America,Guinea-Bissau,Refugees (incl. refugee-like situations),37
2013,United States of America,Equatorial Guinea,Asylum-seekers,2
2013,United States of America,Equatorial Guinea,Refugees (incl. refugee-like situations),11
2013,United States of America,Greece,Asylum-seekers,19
2013,United States of America,Greece,Refugees (incl. refugee-like situations),24
2013,United States of America,Grenada,Asylum-seekers,17
2013,United States of America,Grenada,Refugees (incl. refugee-like situations),20
2013,United States of America,Guatemala,Asylum-seekers,8168
2013,United States of America,Guatemala,Refugees (incl. refugee-like situations),5292
2013,United States of America,Guyana,Asylum-seekers,60
2013,United States of America,Guyana,Refugees (incl. refugee-like situations),141
2013,United States of America,"China, Hong Kong SAR",Asylum-seekers,5
2013,United States of America,"China, Hong Kong SAR",Refugees (incl. refugee-like situations),5
2013,United States of America,Honduras,Asylum-seekers,4436
2013,United States of America,Honduras,Refugees (incl. refugee-like situations),2122
2013,United States of America,Croatia,Asylum-seekers,11
2013,United States of America,Croatia,Refugees (incl. refugee-like situations),64
2013,United States of America,Haiti,Asylum-seekers,2046
2013,United States of America,Haiti,Refugees (incl. refugee-like situations),25891
2013,United States of America,Hungary,Asylum-seekers,32
2013,United States of America,Hungary,Refugees (incl. refugee-like situations),27
2013,United States of America,Indonesia,Asylum-seekers,337
2013,United States of America,Indonesia,Refugees (incl. refugee-like situations),4027
2013,United States of America,India,Asylum-seekers,4033
2013,United States of America,India,Refugees (incl. refugee-like situations),4500
2013,United States of America,Ireland,Asylum-seekers,9
2013,United States of America,Ireland,Refugees (incl. refugee-like situations),1
2013,United States of America,Iran (Islamic Rep. of),Asylum-seekers,914
2013,United States of America,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),4492
2013,United States of America,Iraq,Asylum-seekers,942
2013,United States of America,Iraq,Refugees (incl. refugee-like situations),4863
2013,United States of America,Iceland,Refugees (incl. refugee-like situations),2
2013,United States of America,Israel,Asylum-seekers,52
2013,United States of America,Israel,Refugees (incl. refugee-like situations),174
2013,United States of America,Italy,Asylum-seekers,19
2013,United States of America,Italy,Refugees (incl. refugee-like situations),25
2013,United States of America,Jamaica,Asylum-seekers,255
2013,United States of America,Jamaica,Refugees (incl. refugee-like situations),380
2013,United States of America,Jordan,Asylum-seekers,165
2013,United States of America,Jordan,Refugees (incl. refugee-like situations),383
2013,United States of America,Japan,Asylum-seekers,27
2013,United States of America,Japan,Refugees (incl. refugee-like situations),11
2013,United States of America,Kazakhstan,Asylum-seekers,226
2013,United States of America,Kazakhstan,Refugees (incl. refugee-like situations),558
2013,United States of America,Kenya,Asylum-seekers,531
2013,United States of America,Kenya,Refugees (incl. refugee-like situations),2365
2013,United States of America,Kyrgyzstan,Asylum-seekers,411
2013,United States of America,Kyrgyzstan,Refugees (incl. refugee-like situations),710
2013,United States of America,Cambodia,Asylum-seekers,35
2013,United States of America,Cambodia,Refugees (incl. refugee-like situations),343
2013,United States of America,Saint Kitts and Nevis,Asylum-seekers,2
2013,United States of America,Saint Kitts and Nevis,Refugees (incl. refugee-like situations),2
2013,United States of America,Rep. of Korea,Asylum-seekers,59
2013,United States of America,Rep. of Korea,Refugees (incl. refugee-like situations),30
2013,United States of America,Kuwait,Asylum-seekers,33
2013,United States of America,Kuwait,Refugees (incl. refugee-like situations),102
2013,United States of America,Lao People's Dem. Rep.,Asylum-seekers,35
2013,United States of America,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),225
2013,United States of America,Lebanon,Asylum-seekers,115
2013,United States of America,Lebanon,Refugees (incl. refugee-like situations),482
2013,United States of America,Liberia,Asylum-seekers,195
2013,United States of America,Liberia,Refugees (incl. refugee-like situations),1685
2013,United States of America,Libya,Asylum-seekers,81
2013,United States of America,Libya,Refugees (incl. refugee-like situations),159
2013,United States of America,Saint Lucia,Asylum-seekers,5
2013,United States of America,Saint Lucia,Refugees (incl. refugee-like situations),9
2013,United States of America,Sri Lanka,Asylum-seekers,275
2013,United States of America,Sri Lanka,Refugees (incl. refugee-like situations),1318
2013,United States of America,Lesotho,Asylum-seekers,0
2013,United States of America,Lesotho,Refugees (incl. refugee-like situations),5
2013,United States of America,Lithuania,Asylum-seekers,8
2013,United States of America,Lithuania,Refugees (incl. refugee-like situations),63
2013,United States of America,Latvia,Asylum-seekers,18
2013,United States of America,Latvia,Refugees (incl. refugee-like situations),82
2013,United States of America,"China, Macao SAR",Asylum-seekers,4
2013,United States of America,"China, Macao SAR",Refugees (incl. refugee-like situations),1
2013,United States of America,Morocco,Asylum-seekers,45
2013,United States of America,Morocco,Refugees (incl. refugee-like situations),114
2013,United States of America,Monaco,Refugees (incl. refugee-like situations),3
2013,United States of America,Rep. of Moldova,Asylum-seekers,413
2013,United States of America,Rep. of Moldova,Refugees (incl. refugee-like situations),1028
2013,United States of America,Madagascar,Refugees (incl. refugee-like situations),15
2013,United States of America,Maldives,Refugees (incl. refugee-like situations),8
2013,United States of America,Mexico,Asylum-seekers,11757
2013,United States of America,Mexico,Refugees (incl. refugee-like situations),2795
2013,United States of America,Marshall Islands,Asylum-seekers,5
2013,United States of America,Marshall Islands,Refugees (incl. refugee-like situations),3
2013,United States of America,The former Yugoslav Republic of Macedonia,Asylum-seekers,24
2013,United States of America,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),179
2013,United States of America,Mali,Asylum-seekers,240
2013,United States of America,Mali,Refugees (incl. refugee-like situations),1071
2013,United States of America,Malta,Refugees (incl. refugee-like situations),3
2013,United States of America,Myanmar,Asylum-seekers,102
2013,United States of America,Myanmar,Refugees (incl. refugee-like situations),2471
2013,United States of America,Montenegro,Asylum-seekers,16
2013,United States of America,Montenegro,Refugees (incl. refugee-like situations),98
2013,United States of America,Mongolia,Asylum-seekers,199
2013,United States of America,Mongolia,Refugees (incl. refugee-like situations),881
